loan_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,open_acc,total_acc,issue_d,fico_range_low,fico_range_high,application_type,loan_status,int_rate_dec,term_months,income_to_loan,dti_clipped,risk_band,default_flag
6611,14294.69,60 months,5.99,276.3,B,B5,8,OWN,54037.1,major_purchase,CA,11.51,1,20.57,11,16,2023-11-03,734,746,Individual,Fully Paid,0.0599,60,3.7802218865886563,11.51,High,0
6612,23615.2,36 months,9.23,753.46,C,C4,7,OWN,62406.63,vacation,NC,25.68,0,106.6,12,15,2024-01-25,699,719,Individual,Fully Paid,0.09230000000000001,36,2.642646685185812,25.68,Medium,0
6613,23541.69,36 months,5.01,705.7,A,A2,3,MORTGAGE,86106.56,moving,AZ,14.15,0,19.91,2,2,2021-04-02,756,763,Individual,Fully Paid,0.0501,36,3.657620162358777,14.15,High,0
6614,27213.51,36 months,18.07,984.82,G,G3,7,OWN,47279.48,debt_consolidation,IN,19.27,1,43.41,10,18,2024-03-30,584,601,Individual,Charged Off,0.1807,36,1.737353248441675,19.27,Very Low,1
6615,36495.41,36 months,4.16,1080.04,A,A2,1,MORTGAGE,97458.58,home_improvement,MO,15.15,1,23.83,8,11,2021-03-31,760,775,Individual,Fully Paid,0.0416,36,2.670433898399826,15.15,High,0
6616,16559.58,36 months,10.06,534.83,C,C3,10,RENT,18734.3,small_business,TN,4.04,0,57.85,10,20,2022-02-16,691,709,Individual,Fully Paid,0.10060000000000001,36,1.131327002254888,4.04,Medium,0
6617,22413.27,60 months,13.04,510.4,E,E1,6,MORTGAGE,69610.75,car,AZ,15.33,0,27.73,1,6,2021-01-07,641,651,Individual,Fully Paid,0.1304,60,3.105782868809415,15.33,Low,0
6618,25078.94,60 months,9.05,521.18,B,B5,6,MORTGAGE,134083.49,major_purchase,FL,3.65,0,2.33,2,5,2021-05-29,732,741,Individual,Fully Paid,0.09050000000000001,60,5.346457625402031,3.65,High,0
6619,25552.35,36 months,7.25,791.94,B,B2,8,RENT,73595.18,small_business,NJ,18.32,0,33.88,0,4,2021-10-29,724,732,Individual,Fully Paid,0.0725,36,2.8801726651364747,18.32,High,0
6620,27568.85,36 months,14.89,954.25,E,E5,1,MORTGAGE,39331.33,wedding,NJ,18.62,0,65.47,9,12,2023-02-14,648,660,Individual,Fully Paid,0.1489,36,1.4266583480993948,18.62,Low,0
6621,24759.5,60 months,7.93,501.22,B,B3,2,MORTGAGE,43914.7,wedding,OH,21.29,0,52.98,5,11,2023-12-29,728,736,Individual,Fully Paid,0.0793,60,1.7736505179829962,21.29,High,0
6622,18766.48,60 months,5.52,358.62,A,A1,5,RENT,114518.1,medical,WA,11.99,0,55.7,5,11,2023-01-03,770,780,Individual,Fully Paid,0.0552,60,6.102268512795154,11.99,Very High,0
6623,22345.09,60 months,8.72,460.86,C,C3,6,MORTGAGE,74136.57,medical,WA,9.66,0,8.03,8,13,2021-09-30,690,702,Individual,Fully Paid,0.0872,60,3.317801360388345,9.66,Medium,0
6624,16930.67,36 months,5.19,508.91,A,A5,1,OWN,55324.96,small_business,IN,20.81,1,58.69,7,16,2023-05-14,753,764,Individual,Fully Paid,0.0519,36,3.2677360080847366,20.81,High,0
6625,29703.53,36 months,15.37,1035.09,E,E2,0,RENT,52800.175,vacation,CA,0.0,0,50.97,9,12,2022-03-22,634,643,Individual,Fully Paid,0.1537,36,1.7775723962774796,0.0,Very Low,0
6626,16708.97,36 months,11.9,554.19,D,D2,6,MORTGAGE,47231.07,car,IL,19.37,1,58.18,8,11,2022-06-22,679,688,Individual,Fully Paid,0.11900000000000001,36,2.8266894967194265,19.37,Low,0
6627,17289.05,36 months,9.14,550.88,C,C2,4,RENT,50275.17,major_purchase,IL,27.12,0,47.31,6,12,2022-08-05,703,722,Individual,Fully Paid,0.09140000000000001,36,2.9079197526758267,27.12,Medium,0
6628,28819.45,36 months,8.31,907.19,B,B1,5,MORTGAGE,68891.77,other,IL,14.42,1,41.11,6,12,2021-10-15,737,754,Individual,Fully Paid,0.08310000000000001,36,2.3904609560557195,14.42,High,0
6629,22062.22,60 months,11.52,485.38,D,D2,9,OWN,63370.92,house,MD,26.82,0,50.04,16,25,2021-12-25,663,674,Individual,Fully Paid,0.1152,60,2.872372771189844,26.82,Low,0
6630,40000.0,36 months,11.29,1314.97,D,D2,2,OWN,39709.24,major_purchase,OH,20.63,0,5.23,17,20,2021-01-07,678,689,Individual,Fully Paid,0.11289999999999999,36,0.9927309999999999,20.63,Low,0
6631,19603.18,36 months,5.57,592.57,A,A4,9,RENT,61413.05,debt_consolidation,MA,28.12,0,68.27,9,15,2021-06-25,753,773,Individual,Fully Paid,0.0557,36,3.1328105950157066,28.12,High,0
6632,23976.85,60 months,14.95,569.83,E,E3,7,OWN,125439.37,other,MO,22.35,0,62.71,8,18,2021-06-06,640,656,Individual,Fully Paid,0.1495,60,5.231686814573224,22.35,Very Low,0
6633,33822.18,60 months,9.96,717.94,C,C1,7,OWN,39411.24,credit_card,NY,15.45,0,51.47,7,10,2023-09-02,700,711,Individual,Fully Paid,0.09960000000000001,60,1.1652483666043998,15.45,Medium,0
6634,32674.23,36 months,12.69,1096.1,D,D2,8,RENT,64144.84,home_improvement,IN,17.43,0,51.83,8,8,2022-04-12,678,690,Individual,Fully Paid,0.12689999999999999,36,1.9631630186847555,17.43,Low,0
6635,22044.48,36 months,7.56,686.31,B,B5,10,RENT,90967.16,debt_consolidation,AZ,13.05,0,59.88,12,18,2023-12-25,721,738,Individual,Fully Paid,0.0756,36,4.1265278201164195,13.05,High,0
6636,21519.58,60 months,5.37,409.8,A,A5,1,MORTGAGE,54595.39,wedding,WI,11.4,1,59.35,12,15,2022-11-03,762,779,Individual,Fully Paid,0.0537,60,2.5370100159947357,11.4,Very High,0
6637,32893.02,60 months,13.46,756.15,D,D3,5,RENT,44140.63,credit_card,MO,21.61,0,16.4,13,23,2022-05-07,673,683,Joint,Fully Paid,0.1346,60,1.3419451908033984,21.61,Low,0
6638,26910.91,36 months,10.93,880.09,D,D1,7,MORTGAGE,40370.2,major_purchase,PA,17.23,0,90.86,5,9,2021-10-03,680,699,Individual,Fully Paid,0.1093,36,1.5001425072582086,17.23,Low,0
6639,22388.19,36 months,9.68,719.01,C,C5,4,MORTGAGE,37878.8,vacation,AZ,11.99,0,63.02,8,12,2022-07-09,697,703,Individual,Fully Paid,0.0968,36,1.6919098864177946,11.99,Medium,0
6640,21031.99,36 months,7.11,650.48,A,A5,2,MORTGAGE,150225.97,debt_consolidation,IL,27.26,0,78.15,7,16,2022-12-17,752,767,Individual,Fully Paid,0.0711,36,7.142736849912918,27.26,High,0
6641,40000.0,60 months,13.53,921.07,E,E3,3,MORTGAGE,42682.64,other,VA,21.68,1,50.52,13,20,2024-03-27,636,655,Individual,Fully Paid,0.1353,60,1.067066,21.68,Very Low,0
6642,21416.46,36 months,9.85,689.55,B,B4,3,RENT,67236.1,wedding,WI,0.0,1,50.91,5,5,2023-11-23,735,745,Individual,Fully Paid,0.09849999999999999,36,3.139459088943738,0.0,High,0
6643,21400.29,36 months,7.1,661.8,B,B1,6,RENT,43052.86,vacation,MI,22.59,0,39.02,12,20,2023-06-01,724,730,Individual,Fully Paid,0.071,36,2.0117886252943302,22.59,High,0
6644,25329.13,60 months,12.63,571.56,D,D4,3,OWN,69547.93,moving,WI,11.99,0,62.07,4,12,2023-10-30,676,681,Individual,Fully Paid,0.1263,60,2.7457686071333676,11.99,Low,0
6645,22361.07,60 months,7.71,450.26,A,A4,0,MORTGAGE,54826.16,major_purchase,VA,26.12,0,27.72,2,8,2023-09-13,769,784,Individual,Fully Paid,0.0771,60,2.451857625775511,26.12,Very High,0
6646,18300.74,36 months,6.19,558.3,A,A1,6,MORTGAGE,105943.91,vacation,MD,24.76,0,37.24,5,9,2023-10-31,756,772,Individual,Fully Paid,0.061900000000000004,36,5.789050606696778,24.76,High,0
6647,32832.58,60 months,6.41,640.96,A,A3,5,MORTGAGE,46426.36,wedding,MO,27.21,0,82.64,6,7,2021-01-04,756,766,Individual,Fully Paid,0.0641,60,1.4140332559914572,27.21,High,0
6648,24553.82,36 months,14.83,849.07,E,E5,8,RENT,118958.28,moving,CA,23.32,1,18.89,9,16,2022-06-24,638,648,Individual,Fully Paid,0.1483,36,4.844797265761499,23.32,Very Low,0
6649,26259.14,36 months,5.44,792.23,B,B2,3,RENT,50412.62,car,OH,27.64,1,51.68,4,6,2021-01-20,727,739,Individual,Fully Paid,0.054400000000000004,36,1.9198123015452906,27.64,High,0
6650,38615.74,36 months,13.43,1309.09,D,D1,4,MORTGAGE,67489.95,major_purchase,NY,0.29,0,20.95,7,12,2022-12-14,678,685,Individual,Fully Paid,0.1343,36,1.7477316244619423,0.29,Low,0
6651,27383.19,36 months,18.34,994.66,G,G5,2,RENT,53792.82,vacation,IN,4.89,0,13.65,9,9,2022-11-14,588,600,Individual,Fully Paid,0.1834,36,1.964446801121418,4.89,Very Low,0
6652,28332.13,60 months,12.06,631.1,D,D3,5,RENT,57693.49,house,MA,25.29,0,37.59,15,18,2023-06-03,676,694,Individual,Fully Paid,0.1206,60,2.0363273075480026,25.29,Low,0
6653,17950.25,36 months,10.16,580.52,C,C4,5,MORTGAGE,30186.25,medical,WA,7.05,2,64.27,15,24,2022-10-09,705,713,Individual,Fully Paid,0.1016,36,1.6816618152950515,7.05,Medium,0
6654,20099.19,60 months,7.95,407.09,C,C4,3,OWN,61490.1,vacation,TX,15.09,1,0.0,1,8,2021-08-19,703,723,Individual,Fully Paid,0.0795,60,3.0593322417470556,15.09,Medium,0
6655,25290.29,36 months,10.91,826.83,C,C1,1,RENT,51789.3,moving,TX,25.02,0,66.21,9,17,2021-08-03,702,714,Joint,Fully Paid,0.1091,36,2.0477938370813464,25.02,Medium,0
6656,22112.11,60 months,10.38,473.91,C,C1,7,RENT,109164.55,medical,TN,38.3,1,81.15,5,9,2022-06-25,690,702,Individual,Charged Off,0.1038,60,4.936867173688988,38.3,Medium,1
6657,34285.08,60 months,15.04,816.42,F,F4,3,MORTGAGE,44454.17,credit_card,IL,18.06,0,6.27,2,9,2024-03-26,609,621,Individual,Fully Paid,0.15039999999999998,60,1.2966039455063252,18.06,Very Low,0
6658,22602.76,60 months,12.41,507.49,D,D2,8,OWN,133902.87,car,VA,18.82,0,66.87,10,16,2021-08-10,676,690,Individual,Fully Paid,0.1241,60,5.924182268006208,18.82,Low,0
6659,22910.55,60 months,10.55,492.96,C,C2,6,RENT,172880.71,other,MO,1.63,0,66.79,3,3,2023-08-15,707,718,Individual,Fully Paid,0.10550000000000001,60,7.545899596474113,1.63,Medium,0
6660,19904.84,36 months,7.45,618.67,B,B1,2,OWN,66354.84,house,OH,21.12,1,99.87,14,15,2023-05-25,732,741,Individual,Fully Paid,0.0745,36,3.333603284427305,21.12,High,0
6661,35687.93,36 months,15.28,1241.97,E,E3,7,OTHER,154178.52,major_purchase,OH,17.77,0,13.52,9,11,2021-11-12,633,653,Individual,Fully Paid,0.1528,36,4.320186684966037,17.77,Very Low,0
6662,21067.8,36 months,5.88,639.74,A,A3,7,RENT,61364.64,vacation,FL,25.29,0,26.25,13,17,2024-03-16,762,769,Individual,Fully Paid,0.0588,36,2.9127217839546606,25.29,Very High,0
6663,23000.61,36 months,13.72,783.0,E,E2,3,RENT,59942.96,vacation,NC,22.47,0,23.35,7,13,2021-01-28,642,661,Joint,Fully Paid,0.13720000000000002,36,2.6061465326354387,22.47,Low,0
6664,18716.41,36 months,8.67,592.31,B,B5,5,MORTGAGE,80770.45,house,WA,25.69,1,39.26,15,19,2021-08-06,724,738,Individual,Fully Paid,0.0867,36,4.315488386928903,25.69,High,0
6665,19584.51,36 months,11.13,642.38,D,D5,4,RENT,115298.93,debt_consolidation,OH,9.33,0,45.255,15,19,2021-02-06,667,679,Joint,Fully Paid,0.11130000000000001,36,5.887251200055554,9.33,Low,0
6666,32102.85,36 months,13.53,1089.95,E,E5,0,RENT,91516.86,major_purchase,IL,24.37,0,71.18,8,12,2022-01-13,648,656,Individual,Charged Off,0.1353,36,2.85073942033184,24.37,Low,1
6667,23954.09,60 months,8.85,495.53,C,C2,9,OWN,60905.67,medical,VA,13.23,0,48.38,7,7,2024-04-05,706,721,Joint,Fully Paid,0.0885,60,2.5426000319778375,13.23,Medium,0
6668,40000.0,36 months,7.83,1250.23,B,B4,9,MORTGAGE,50498.12,moving,NY,9.1,0,9.49,11,18,2023-03-18,731,747,Individual,Fully Paid,0.0783,36,1.262453,9.1,High,0
6669,23564.69,36 months,13.67,801.6,E,E1,6,MORTGAGE,64616.53,wedding,NY,15.27,0,63.89,5,7,2023-09-07,630,649,Individual,Fully Paid,0.1367,36,2.742091239053007,15.27,Very Low,0
6670,16577.63,36 months,10.13,535.92,C,C4,6,MORTGAGE,85778.85,car,WA,18.11,0,84.52,12,15,2021-10-06,709,729,Individual,Fully Paid,0.1013,36,5.174373538316394,18.11,Medium,0
6671,22033.37,36 months,9.02,700.85,B,B4,9,MORTGAGE,126396.89,vacation,NC,19.56,1,42.49,9,19,2022-02-15,730,735,Individual,Fully Paid,0.0902,36,5.736611784761024,19.56,High,0
6672,40000.0,60 months,10.68,863.32,C,C1,2,MORTGAGE,141576.67,house,WI,7.79,0,55.3,7,12,2023-08-29,702,713,Individual,Fully Paid,0.10679999999999999,60,3.5394167500000004,7.79,Medium,0
6673,26661.17,36 months,10.13,861.89,C,C2,4,OWN,54737.68,major_purchase,MI,27.62,0,30.17,3,9,2023-02-14,694,712,Individual,Fully Paid,0.1013,36,2.0530861923914068,27.62,Medium,0
6674,25151.69,60 months,13.29,575.99,D,D4,0,MORTGAGE,44015.54,moving,OH,24.45,0,32.44,9,9,2021-07-31,660,668,Individual,Fully Paid,0.1329,60,1.7500032800976795,24.45,Low,0
6675,19339.02,36 months,5.38,582.89,A,A4,3,MORTGAGE,93111.01,vacation,TN,26.94,0,60.48,2,5,2023-08-20,750,767,Individual,Fully Paid,0.0538,36,4.814670546904652,26.94,High,0
6676,22498.05,36 months,10.5,731.19,C,C3,7,MORTGAGE,32795.46,wedding,NY,31.14,0,45.1,14,14,2023-05-10,710,729,Individual,Fully Paid,0.105,36,1.4577023342022974,31.14,Medium,0
6677,36370.3,60 months,14.92,863.63,E,E1,8,MORTGAGE,116161.1,wedding,IL,13.78,0,28.23,5,11,2023-03-07,647,662,Joint,Fully Paid,0.1492,60,3.193844977907798,13.78,Low,0
6678,17897.51,36 months,7.89,559.96,A,A2,5,MORTGAGE,48742.17,car,IN,29.14,0,13.03,8,16,2021-09-13,762,781,Individual,Fully Paid,0.0789,36,2.7234050993685717,29.14,Very High,0
6679,24555.39,60 months,10.15,523.5,C,C5,8,RENT,66087.15,credit_card,GA,13.98,1,69.55,9,15,2021-11-30,704,716,Individual,Fully Paid,0.1015,60,2.691350045753702,13.98,Medium,0
6680,26576.24,60 months,11.61,585.98,D,D1,9,MORTGAGE,29397.14,credit_card,MI,20.44,0,66.17,6,12,2021-12-25,668,674,Individual,Fully Paid,0.1161,60,1.1061436832298324,20.44,Low,0
6681,26997.72,36 months,14.02,922.92,E,E1,10,MORTGAGE,37317.53,debt_consolidation,NJ,24.69,0,60.71,15,25,2022-12-24,638,649,Individual,Fully Paid,0.1402,36,1.382247463859911,24.69,Very Low,0
6682,22552.34,60 months,10.07,479.9,C,C2,8,RENT,85854.32,medical,VA,17.8,0,45.275000000000006,11,13,2024-02-11,710,717,Individual,Fully Paid,0.1007,60,3.8068918790688686,17.8,Medium,0
6683,18735.27,36 months,13.33,634.22,E,E3,4,RENT,32895.83,medical,TN,24.35,1,75.73,7,14,2021-01-03,646,664,Individual,Fully Paid,0.1333,36,1.7558236417196016,24.35,Low,0
6684,24459.44,36 months,8.02,766.69,B,B5,1,RENT,55614.66,home_improvement,VA,11.6,1,15.62,6,9,2022-05-19,735,740,Joint,Fully Paid,0.0802,36,2.273750339337287,11.6,High,0
6685,22745.9,36 months,11.77,753.03,C,C5,8,RENT,145307.7,medical,MA,18.51,0,43.79,6,17,2021-12-07,698,717,Individual,Fully Paid,0.1177,36,6.388302946904717,18.51,Medium,0
6686,38509.2,36 months,14.32,1322.19,F,F2,3,MORTGAGE,62277.19,small_business,IN,23.09,0,49.0,13,18,2022-01-26,612,632,Individual,Charged Off,0.1432,36,1.617202902163639,23.09,Very Low,1
6687,25795.63,60 months,11.58,568.32,E,E1,8,MORTGAGE,44183.51,debt_consolidation,CA,20.56,0,0.0,14,16,2022-05-03,631,648,Individual,Fully Paid,0.1158,60,1.712829266042349,20.56,Very Low,0
6688,24037.53,36 months,8.48,758.62,C,C2,6,MORTGAGE,31339.84,major_purchase,NJ,7.14,0,5.02,6,13,2021-03-16,698,710,Individual,Fully Paid,0.0848,36,1.3037878683874757,7.14,Medium,0
6689,25328.99,60 months,9.07,526.62,C,C3,2,MORTGAGE,116041.35,small_business,OH,13.53,0,17.14,10,19,2023-06-12,694,708,Individual,Fully Paid,0.0907,60,4.5813650682478855,13.53,Medium,0
6690,27416.95,36 months,8.81,869.4,C,C1,4,MORTGAGE,61490.1,home_improvement,GA,14.56,0,59.77,10,16,2023-12-15,703,713,Individual,Fully Paid,0.08810000000000001,36,2.242776822367185,14.56,Medium,0
6691,14051.03,36 months,5.19,422.34,A,A5,2,MORTGAGE,24101.03,moving,IL,20.89,1,60.38,14,18,2023-11-20,768,779,Individual,Fully Paid,0.0519,36,1.715250056401559,20.89,Very High,0
6692,29093.74,36 months,12.97,979.82,E,E4,3,MORTGAGE,26423.03,wedding,MA,31.96,0,44.69,13,20,2021-11-24,644,658,Individual,Charged Off,0.1297,36,0.9082032767186342,31.96,Low,1
6693,17610.16,60 months,14.45,413.88,E,E2,0,MORTGAGE,81422.96,major_purchase,TX,7.05,0,95.25,7,16,2023-02-15,634,653,Individual,Fully Paid,0.1445,60,4.623635446810251,7.05,Very Low,0
6694,22200.49,60 months,9.06,461.44,C,C1,1,MORTGAGE,44470.33,credit_card,TX,10.36,0,46.87,12,14,2024-02-28,710,716,Individual,Fully Paid,0.0906,60,2.003123804925026,10.36,Medium,0
6695,27185.51,60 months,6.85,536.33,B,B4,2,RENT,109011.88,major_purchase,PA,30.59,0,71.13,12,17,2021-09-18,729,744,Individual,Fully Paid,0.06849999999999999,60,4.009925875953772,30.59,High,0
6696,38846.27,36 months,6.04,1182.55,B,B3,1,MORTGAGE,51224.31,vacation,MD,25.51,1,41.95,8,8,2022-03-03,732,744,Individual,Fully Paid,0.0604,36,1.3186416610912708,25.51,High,0
6697,17186.1,36 months,7.0,530.62,A,A1,10,MORTGAGE,144089.35,major_purchase,VA,19.51,0,39.75,6,14,2024-01-29,755,775,Individual,Fully Paid,0.07,36,8.3840632837002,19.51,High,0
6698,20792.64,36 months,13.34,703.99,D,D4,8,RENT,29008.79,house,NC,21.44,0,48.04,3,3,2023-12-13,673,682,Individual,Fully Paid,0.1334,36,1.3951470327962203,21.44,Low,0
6699,15978.83,60 months,10.25,341.51,C,C1,8,RENT,54479.75,credit_card,TN,23.08,0,64.96,16,20,2022-08-28,702,716,Individual,Fully Paid,0.1025,60,3.4094955638178766,23.08,Medium,0
6700,19324.47,36 months,8.13,606.69,B,B2,10,MORTGAGE,58872.55,medical,CA,19.59,0,73.98,11,15,2023-12-26,726,738,Individual,Fully Paid,0.08130000000000001,36,3.04652857232307,19.59,High,0
6701,40000.0,36 months,12.66,1341.19,D,D4,0,MORTGAGE,81300.59,other,MO,18.79,0,19.81,13,22,2021-11-22,662,679,Individual,Charged Off,0.1266,36,2.03251475,18.79,Low,1
6702,19011.56,60 months,16.81,470.59,F,F2,10,OWN,49260.81,small_business,OH,28.81,0,40.86,2,11,2022-01-19,609,629,Joint,Charged Off,0.1681,60,2.59109773211667,28.81,Very Low,1
6703,10122.58,36 months,4.85,302.68,A,A3,6,MORTGAGE,64037.23,debt_consolidation,OH,5.0,0,22.21,8,11,2021-07-08,763,780,Joint,Fully Paid,0.048499999999999995,36,6.326176725696413,5.0,Very High,0
6704,30348.04,36 months,9.75,975.71,C,C4,4,RENT,51847.26,major_purchase,MO,27.95,1,41.82,10,16,2022-11-03,703,718,Individual,Fully Paid,0.0975,36,1.7084220265954573,27.95,Medium,0
6705,30174.74,60 months,10.98,655.76,C,C2,1,MORTGAGE,23700.84,debt_consolidation,IL,7.85,0,45.275000000000006,8,14,2021-05-20,698,709,Individual,Fully Paid,0.10980000000000001,60,0.7854529981037118,7.85,Medium,0
6706,23441.23,36 months,7.46,728.7,B,B4,6,MORTGAGE,54081.46,other,IL,29.74,0,60.53,7,11,2023-05-01,736,743,Individual,Fully Paid,0.0746,36,2.30710845804593,29.74,High,0
6707,25139.0,36 months,10.16,813.03,C,C2,5,MORTGAGE,41707.69,wedding,VA,16.95,0,57.41,10,13,2023-01-29,709,714,Individual,Fully Paid,0.1016,36,1.6590830979752578,16.95,Medium,0
6708,31151.8,60 months,13.21,712.19,D,D3,4,MORTGAGE,73391.09,home_improvement,IL,16.06,0,85.69,4,9,2022-10-27,664,678,Individual,Fully Paid,0.1321,60,2.355918117091147,16.06,Low,0
6709,28331.67,60 months,10.39,607.45,B,B1,3,RENT,48924.24,medical,AZ,8.21,0,18.24,9,12,2023-06-25,720,730,Individual,Fully Paid,0.1039,60,1.7268392579752623,8.21,Medium,0
6710,17936.71,36 months,8.99,570.26,B,B3,1,OWN,96146.47,medical,VA,25.19,0,65.83,7,10,2023-10-13,726,738,Individual,Fully Paid,0.08990000000000001,36,5.360318029337599,25.19,High,0
6711,19682.57,60 months,12.73,445.14,E,E4,10,MORTGAGE,41643.79,wedding,VA,21.37,0,38.22,17,21,2024-01-01,632,652,Individual,Fully Paid,0.1273,60,2.115769942644685,21.37,Very Low,0
6712,18009.89,36 months,7.31,558.61,B,B3,6,RENT,61857.43,credit_card,MI,17.39,0,19.16,6,11,2021-11-27,739,754,Joint,Fully Paid,0.0731,36,3.43463674680967,17.39,High,0
6713,21106.85,60 months,13.21,482.54,D,D1,5,RENT,57205.16,moving,TN,10.93,0,35.02,12,21,2022-06-28,680,686,Individual,Fully Paid,0.1321,60,2.7102651508870346,10.93,Low,0
6714,30673.31,36 months,11.25,1007.89,D,D2,2,MORTGAGE,41510.13,small_business,IN,26.16,0,51.06,7,17,2022-10-09,670,686,Individual,Fully Paid,0.1125,36,1.3532980301115203,26.16,Low,0
6715,35023.95,36 months,14.87,1211.91,E,E3,7,MORTGAGE,55900.51,house,GA,16.22,0,41.16,8,10,2021-09-09,636,656,Individual,Fully Paid,0.1487,36,1.5960652639122659,16.22,Very Low,0
6716,23490.5,60 months,13.72,543.2,D,D2,10,RENT,26870.96,car,FL,14.65,0,43.91,4,9,2022-07-28,673,681,Individual,Fully Paid,0.13720000000000002,60,1.1439075370894616,14.65,Low,0
6717,28871.48,36 months,15.07,1001.8,E,E2,8,MORTGAGE,66813.92,car,OH,27.78,0,14.09,11,14,2021-06-18,630,638,Individual,Fully Paid,0.1507,36,2.314184101403877,27.78,Very Low,0
6718,25004.07,60 months,13.79,579.12,D,D1,9,OWN,62111.53,vacation,TX,22.6,0,98.03,5,5,2022-01-18,677,693,Individual,Fully Paid,0.1379,60,2.4840567955536836,22.6,Low,0
6719,19757.0,60 months,8.86,408.79,C,C4,10,MORTGAGE,79732.75,vacation,VA,37.4,1,74.77,0,2,2022-11-01,699,709,Individual,Fully Paid,0.0886,60,4.03567090145265,37.4,Medium,0
6720,19534.47,60 months,8.06,396.66,C,C1,6,RENT,111625.71,house,MO,18.96,0,45.7,12,13,2023-10-25,708,716,Individual,Fully Paid,0.0806,60,5.714294270589374,18.96,Medium,0
6721,24745.68,36 months,9.21,789.37,C,C1,6,RENT,165015.12,home_improvement,AZ,35.31,0,82.81,6,7,2022-07-01,702,707,Individual,Fully Paid,0.09210000000000002,36,6.6684415219141275,35.31,Medium,0
6722,29413.3,36 months,10.0,949.15,C,C5,2,RENT,53849.94,car,TN,22.42,0,55.38,14,17,2021-10-01,690,701,Individual,Fully Paid,0.1,36,1.8308023921151317,22.42,Medium,0
6723,24397.16,36 months,5.09,732.16,A,A1,5,OWN,50146.14,medical,OH,24.25,1,36.38,6,7,2021-04-12,759,771,Individual,Fully Paid,0.0509,36,2.0554089082499765,24.25,High,0
6724,23150.36,36 months,9.22,738.56,C,C4,10,RENT,50428.46,moving,MD,18.96,0,31.24,6,10,2023-08-13,709,724,Individual,Fully Paid,0.0922,36,2.178301330951225,18.96,Medium,0
6725,34490.37,36 months,9.86,1110.59,C,C4,10,RENT,131262.3,credit_card,PA,22.9,0,44.92,5,11,2022-12-11,704,719,Individual,Fully Paid,0.0986,36,3.8057666531266547,22.9,Medium,0
6726,32556.45,36 months,5.54,983.61,A,A5,1,RENT,44636.99,credit_card,VA,26.26,1,40.15,10,13,2023-04-20,750,757,Individual,Fully Paid,0.0554,36,1.371064412735418,26.26,High,0
6727,15875.39,36 months,8.83,503.61,B,B2,2,RENT,242372.93,medical,WI,18.39,0,52.13,5,6,2021-07-23,723,742,Individual,Fully Paid,0.0883,36,15.267211073239775,18.39,High,0
6728,19022.32,60 months,12.01,423.28,D,D5,10,MORTGAGE,61383.81,credit_card,CA,13.17,0,27.41,10,16,2024-02-16,661,677,Individual,Fully Paid,0.1201,60,3.226936041450254,13.17,Low,0
6729,16942.44,36 months,9.41,541.98,C,C5,10,OWN,61490.1,medical,MA,13.9,0,64.63,10,19,2021-08-18,709,721,Individual,Fully Paid,0.0941,36,3.629353269068682,13.9,Medium,0
6730,33706.24,36 months,14.95,1167.68,E,E4,6,RENT,115661.51,credit_card,MI,20.66,0,49.07,6,10,2023-05-24,631,647,Individual,Fully Paid,0.1495,36,3.431456905308928,20.66,Very Low,0
6731,22690.86,60 months,12.86,514.63,C,C2,9,RENT,52268.43,debt_consolidation,WA,15.92,1,51.76,8,11,2023-03-28,691,707,Individual,Fully Paid,0.1286,60,2.3035014979599717,15.92,Medium,0
6732,27299.28,36 months,14.46,939.14,E,E1,2,MORTGAGE,64840.55,car,TN,19.48,0,0.0,6,14,2022-01-06,650,666,Individual,Charged Off,0.1446,36,2.3751743635729587,19.48,Low,1
6733,29755.63,60 months,11.46,653.86,D,D2,2,OWN,106743.88,credit_card,PA,23.68,0,49.22,9,14,2021-08-20,673,689,Individual,Charged Off,0.11460000000000001,60,3.587350696322007,23.68,Low,1
6734,21963.16,60 months,4.34,407.85,A,A5,6,OWN,45175.34,vacation,WI,21.69,2,0.8,12,20,2021-09-28,756,769,Individual,Fully Paid,0.0434,60,2.056868865864475,21.69,High,0
6735,24081.26,60 months,15.72,582.09,F,F4,2,OWN,21722.65,moving,MD,26.23,1,30.02,11,16,2022-01-12,607,613,Individual,Charged Off,0.1572,60,0.9020562047002525,26.23,Very Low,1
